sector_code,full_id,field_name,labels,emb_x,emb_y
1441,A-1-14-144-1441,"Tên ngành: Sản xuất giống dê, cừu, hươu, nai",A,0.0560395941138267,0.1427167057991027
1442,A-1-14-144-1442,"Tên ngành: Chăn nuôi dê, cừu, hươu, nai",A,0.0846120938658714,0.0118726305663585
145,A-1-14-145,Tên ngành: Chăn nuôi lợn và sản xuất giống lợn,A,0.079428344964981,0.0718463733792305
1451,A-1-14-145-1451,Tên ngành: Sản xuất giống lợn,A,0.0950027704238891,0.0779594853520393
1452,A-1-14-145-1452,Tên ngành: Chăn nuôi lợn,A,0.137161523103714,-0.0450620837509632
146,A-1-14-146,Tên ngành: Chăn nuôi gia cầm,A,0.1011276841163635,-0.0246723312884569
1461,A-1-14-146-1461,Tên ngành: Hoạt động ấp trứng và sản xuất giống gia cầm,A,0.1088864430785179,0.0320493765175342
1462,A-1-14-146-1462,Tên ngành: Chăn nuôi gà,A,0.062416885048151,-0.0444432683289051
1463,A-1-14-146-1463,"Tên ngành: Chăn nuôi vịt, ngan, ngỗng",A,0.031035766005516,0.0020179359707981
1469,A-1-14-146-1469,Tên ngành: Chăn nuôi gia cầm khác,A,0.0661849305033683,-0.0500904507935047
1490,A-1-14-149-1490,Tên ngành: Chăn nuôi khác,A,0.0988201573491096,-0.0374084822833538
1500,A-1-15-150-1500,"Tên ngành: Trồng trọt, chăn nuôi hỗn hợp",A,0.1713844835758209,-0.0053137941285967
16,A-1-16,Tên ngành: Hoạt động dịch vụ nông nghiệp,A,0.1918921470642089,-0.1496975123882293
1610,A-1-16-161-1610,Tên ngành: Hoạt động dịch vụ trồng trọt,A,0.1803914457559585,-0.087093636393547
1620,A-1-16-162-1620,Tên ngành: Hoạt động dịch vụ chăn nuôi,A,0.2262245118618011,-0.0989867076277732
1630,A-1-16-163-1630,Tên ngành: Hoạt động dịch vụ sau thu hoạch,A,0.213438406586647,-0.0902322679758071
1640,A-1-16-164-1640,Tên ngành: Xử lý hạt giống để nhân giống,A,0.1186845675110817,-0.0104035781696438
1700,A-1-17-170-1700,"Tên ngành: Săn bắt, đánh bẫy và hoạt động dịch vụ có liên quan",A,0.1401392072439193,-0.1156089827418327
2,A-2,Tên ngành: Lâm nghiệp và hoạt động dịch vụ có liên quan,A,0.1674830168485641,-0.0512830354273319
210,A-2-21-210,"Tên ngành: Trồng rừng, chăm sóc rừng và ươm giống cây lâm nghiệp",A,0.1980892717838287,0.0907629430294036
2101,A-2-21-210-2101,Tên ngành: Trồng rừng và chăm sóc rừng cây thân gỗ,A,0.2291721105575561,0.1138007938861846
2102,A-2-21-210-2102,Tên ngành: Trồng rừng và chăm sóc rừng họ tre,A,0.2572761178016662,0.0947273671627044
2103,A-2-21-210-2103,Tên ngành: Trồng rừng và chăm sóc rừng khác,A,0.2420734018087387,0.107260376214981
2104,A-2-21-210-2104,Tên ngành: Ươm giống cây lâm nghiệp,A,0.1704349517822265,0.0988066419959068
2200,A-2-22-220-2200,Tên ngành: Khai thác gỗ,A,0.2256442755460739,0.130474254488945
23,A-2-23,"Tên ngành: Khai thác, thu nhặt lâm sản khác trừ gỗ",A,0.1186851188540458,0.1703042984008789
2310,A-2-23-231-2310,Tên ngành: Khai thác lâm sản khác trừ gỗ,A,0.1169758364558219,0.2064069062471389
2320,A-2-23-232-2320,Tên ngành: Thu nhặt lâm sản khác trừ gỗ,A,0.0885646641254425,0.223038375377655
2400,A-2-24-240-2400,Tên ngành: Hoạt động dịch vụ lâm nghiệp,A,0.2146386206150055,-0.0376946330070495
3,A-3,"Tên ngành: Khai thác, nuôi trồng thủy sản",A,0.1157259717583656,0.01132791955024
31,A-3-31,Tên ngành: Khai thác thủy sản,A,0.1366306692361831,-0.017472805455327
3110,A-3-31-311-3110,Tên ngành: Khai thác thủy sản biển,A,0.1413362175226211,-0.0075890393927693
3120,A-3-31-312-3120,Tên ngành: Khai thác thủy sản nội địa,A,0.145840898156166,0.0045957351103425
32,A-3-32,Tên ngành: Nuôi trồng thủy sản,A,0.1269991844892501,0.0661196932196617
321,A-3-32-321,Tên ngành: Nuôi trồng thủy sản biển,A,0.1311675310134887,0.0590582117438316
3211,A-3-32-321-3211,Tên ngành: Nuôi cá,A,0.1600312888622284,0.0649479180574417
3212,A-3-32-321-3212,Tên ngành: Nuôi tôm,A,0.1586210280656814,0.0365000329911708
3213,A-3-32-321-3213,Tên ngành: Nuôi thủy sản khác,A,0.1175467446446418,0.053046777844429
3214,A-3-32-321-3214,Tên ngành: Sản xuất giống thủy sản biển,A,0.0884211584925651,0.1743435263633728
322,A-3-32-322,Tên ngành: Nuôi trồng thủy sản nội địa,A,0.133182868361473,0.0694666355848312
3221,A-3-32-322-3221,Tên ngành: Nuôi cá,A,0.1616061925888061,0.0837992578744888
3222,A-3-32-322-3222,Tên ngành: Nuôi tôm,A,0.1516980677843094,0.0509959384799003
3223,A-3-32-322-3223,Tên ngành: Nuôi thủy sản khác,A,0.1055726036429405,0.0668760761618614
3224,A-3-32-322-3224,Tên ngành: Sản xuất giống thủy sản nội địa,A,0.0754043832421302,0.1906162202358245
B,B,Tên ngành: KHAI KHOÁNG,B,0.0653048232197761,-0.0720645636320114
5,B-5,Tên ngành: Khai thác than cứng và than non,B,0.1543451994657516,-0.0699694976210594
5100,B-5-51-510-5100,Tên ngành: Khai thác và thu gom than cứng,B,0.2469711154699325,-0.1163333877921104
5200,B-5-52-520-5200,Tên ngành: Khai thác và thu gom than non,B,0.263761043548584,-0.080394797027111
6,B-6,Tên ngành: Khai thác dầu thô và khí đốt tự nhiên,B,0.0387277156114578,-0.0721854493021965
6100,B-6-61-610-6100,Tên ngành: Khai thác dầu thô,B,0.1187476217746734,-0.1072633191943168
6200,B-6-62-620-6200,Tên ngành: Khai thác khí đốt tự nhiên,B,0.1404916048049926,-0.0073853349313139
7,B-7,Tên ngành: Khai thác quặng kim loại,B,0.1015711352229118,-0.0145240686833858
7100,B-7-71-710-7100,Tên ngành: Khai thác quặng sắt,B,0.1419743448495865,-0.0597723685204982
72,B-7-72,Tên ngành: Khai thác quặng không chứa sắt (trừ quặng kim loại quý hiếm),B,0.0637914761900901,0.0039906562305986
7210,B-7-72-721-7210,Tên ngành: Khai thác quặng uranium và quặng thorium,B,0.1431052386760711,0.0186038222163915
722,B-7-72-722,Tên ngành: Khai thác quặng kim loại khác không chứa sắt,B,0.0859029740095138,0.0283592641353607
7221,B-7-72-722-7221,Tên ngành: Khai thác quặng bôxít,B,0.1007019355893135,0.0065359543077647
7229,B-7-72-722-7229,Tên ngành: Khai thác quặng kim loại khác không chứa sắt chưa được phân vào đâu,B,0.0912630707025528,0.0249730609357357
7300,B-7-73-730-7300,Tên ngành: Khai thác quặng kim loại quý hiếm,B,0.0808937326073646,0.0074303750880062
8,B-8,Tên ngành: Khai khoáng khác,B,0.0773179158568382,-0.063897430896759
810,B-8-81-810,"Tên ngành: Khai thác đá, cát, sỏi, đất sét",B,0.1094052642583847,-0.0195558574050664
8101,B-8-81-810-8101,Tên ngành: Khai thác đá,B,0.1686851978302002,-0.0567222796380519
8102,B-8-81-810-8102,"Tên ngành: Khai thác cát, sỏi",B,0.1889687329530716,0.0146308178082108
8103,B-8-81-810-8103,Tên ngành: Khai thác đất sét,B,0.1869026273488998,-0.0686100199818611
89,B-8-89,Tên ngành: Khai khoáng chưa được phân vào đâu,B,0.0890961587429046,-0.087933138012886
8910,B-8-89-891-8910,Tên ngành: Khai thác khoáng hoá chất và khoáng phân bón,B,0.1174777001142501,-0.0046503976918756
8920,B-8-89-892-8920,Tên ngành: Khai thác và thu gom than bùn,B,0.1900004595518112,-0.0427054949104785
8930,B-8-89-893-8930,Tên ngành: Khai thác muối,B,0.1603765785694122,-0.0482752621173858
8990,B-8-89-899-8990,Tên ngành: Khai khoáng khác chưa được phân vào đâu,B,0.1070048958063125,-0.0861339122056961
9,B-9,Tên ngành: Hoạt động dịch vụ hỗ trợ khai khoáng,B,0.1794174760580063,-0.2096778601408004
9100,B-9-91-910-9100,Tên ngành: Hoạt động dịch vụ hỗ trợ khai thác dầu thô và khí tự nhiên,B,0.1998495608568191,-0.2151616960763931
9900,B-9-99-990-9900,Tên ngành: Hoạt động dịch vụ hỗ trợ khai khoáng khác,B,0.1946364492177963,-0.203291580080986
C,C,"Tên ngành: CÔNG NGHIỆP CHẾ BIẾN, CHẾ TẠO",C,0.1003285646438598,0.2553688883781433
10,C-10,"Tên ngành: Sản xuất, chế biến thực phẩm",C,0.1017603278160095,0.334935188293457
1010,C-10-101-1010,"Tên ngành: Chế biến, bảo quản thịt và các sản phẩm từ thịt",C,0.1097837015986442,0.2272103428840637
10101,C-10-101-1010-10101,"Tên ngành: Giết mổ gia súc, gia cầm",C,0.1224656179547309,0.138377383351326
10102,C-10-101-1010-10102,Tên ngành: Chế biến và bảo quản thịt,C,0.1499236077070236,0.1949661076068878
10109,C-10-101-1010-10109,Tên ngành: Chế biến và bảo quản các sản phẩm từ thịt,C,0.1217447891831398,0.2467467039823532
1020,C-10-102-1020,"Tên ngành: Chế biến, bảo quản thuỷ sản và các sản phẩm từ thuỷ sản",C,0.1461090296506881,0.2440255135297775
10201,C-10-102-1020-10201,Tên ngành: Chế biến và bảo quản thủy sản đông lạnh,C,0.1713413447141647,0.2059932351112365
10202,C-10-102-1020-10202,Tên ngành: Chế biến và bảo quản thủy sản khô,C,0.1683180183172226,0.220155268907547
10203,C-10-102-1020-10203,Tên ngành: Chế biến và bảo quản nước mắm,C,0.1790020763874054,0.2310784310102462
10209,C-10-102-1020-10209,Tên ngành: Chế biến và bảo quản các sản phẩm khác từ thủy sản,C,0.1583076268434524,0.2682241797447204
1030,C-10-103-1030,Tên ngành: Chế biến và bảo quản rau quả,C,0.1140634790062904,0.2288405895233154
10301,C-10-103-1030-10301,Tên ngành: Sản xuất nước ép từ rau quả,C,0.1281849145889282,0.3105745315551758
10309,C-10-103-1030-10309,Tên ngành: Chế biến và bảo quản rau quả khác,C,0.0983996465802192,0.2228060066699981
1040,C-10-104-1040,"Tên ngành: Sản xuất dầu, mỡ động, thực vật",C,-0.0179849732667207,0.2634482979774475
10401,C-10-104-1040-10401,"Tên ngành: Sản xuất dầu, mỡ động vật",C,-0.0015841596759855,0.2288275361061096
10402,C-10-104-1040-10402,"Tên ngành: Sản xuất dầu, bơ thực vật",C,-0.0330410189926624,0.2865470051765442
10500,C-10-105-1050-10500,Tên ngành: Chế biến sữa và các sản phẩm từ sữa,C,0.1273263692855835,0.1900564283132553
106,C-10-106,Tên ngành: Xay xát và sản xuất bột,C,0.1089575365185737,0.2345098108053207
1061,C-10-106-1061,Tên ngành: Xay xát và sản xuất bột thô,C,0.0975879356265068,0.2087194770574569
10611,C-10-106-1061-10611,Tên ngành: Xay xát,C,0.1322924941778183,0.0780275985598564
10612,C-10-106-1061-10612,Tên ngành: Sản xuất bột thô,C,0.0905891507863998,0.2753782868385315
10620,C-10-106-1062-10620,Tên ngành: Sản xuất tinh bột và các sản phẩm từ tinh bột,C,0.1156557649374008,0.3271301388740539
107,C-10-107,Tên ngành: Sản xuất thực phẩm khác,C,0.0259219743311405,0.2871476113796234
10710,C-10-107-1071-10710,Tên ngành: Sản xuất các loại bánh từ bột,C,0.0213248617947101,0.2818211615085602
10720,C-10-107-1072-10720,Tên ngành: Sản xuất đường,C,0.1106384098529815,0.3310228884220123
10730,C-10-107-1073-10730,"Tên ngành: Sản xuất ca cao, sôcôla và bánh kẹo",C,-0.001066964585334,0.3333053290843963
10740,C-10-107-1074-10740,"Tên ngành: Sản xuất mì ống, mỳ sợi và sản phẩm tương tự",C,0.0455377697944641,0.3209646642208099
1075,C-10-107-1075,"Tên ngành: Sản xuất món ăn, thức ăn chế biến sẵn",C,0.0647713840007782,0.2695830464363098
10751,C-10-107-1075-10751,"Tên ngành: Sản xuất món ăn, thức ăn chế biến sẵn từ thịt",C,0.0470991618931293,0.2741338312625885
10752,C-10-107-1075-10752,"Tên ngành: Sản xuất món ăn, thức ăn chế biến sẵn từ thủy sản",C,0.0547197163105011,0.2488103806972503
10759,C-10-107-1075-10759,"Tên ngành: Sản xuất món ăn, thức ăn chế biến sẵn khác",C,0.0635572373867034,0.2573907077312469
10760,C-10-107-1076-10760,Tên ngành: Sản xuất chè,C,0.0345616824924945,0.3174194693565368
10770,C-10-107-1077-10770,Tên ngành: Sản xuất cà phê,C,0.0288122035562992,0.2648360133171081
10790,C-10-107-1079-10790,Tên ngành: Sản xuất thực phẩm khác chưa được phân vào đâu,C,0.0109760109335184,0.2521257698535919
10800,C-10-108-1080-10800,"Tên ngành: Sản xuất thức ăn gia súc, gia cầm và thuỷ sản",C,0.1199070587754249,0.2733721435070038
110,C-11-110,Tên ngành: Sản xuất đồ uống,C,0.0843926072120666,0.2699165642261505
11010,C-11-110-1101-11010,"Tên ngành: Chưng, tinh cất và pha chế các loại rượu mạnh",C,0.0813183635473251,0.1453965902328491
11020,C-11-110-1102-11020,Tên ngành: Sản xuất rượu vang,C,0.1511131674051284,0.2461394220590591
11030,C-11-110-1103-11030,Tên ngành: Sản xuất bia và mạch nha ủ men bia,C,0.1061805933713913,0.2017147839069366
1104,C-11-110-1104,"Tên ngành: Sản xuất đồ uống không cồn, nước khoáng",C,0.027760112658143,0.2058965563774109
11041,C-11-110-1104-11041,"Tên ngành: Sản xuất nước khoáng, nước tinh khiết đóng chai",C,0.0565388947725296,0.1726778298616409
11042,C-11-110-1104-11042,Tên ngành: Sản xuất đồ uống không cồn,C,0.029346726834774,0.2301277220249176
1200,C-12-120-1200,Tên ngành: Sản xuất sản phẩm thuốc lá,C,0.097770482301712,0.3242660164833069
12001,C-12-120-1200-12001,Tên ngành: Sản xuất thuốc lá,C,0.116096407175064,0.2861991226673126
12009,C-12-120-1200-12009,Tên ngành: Sản xuất thuốc hút khác,C,0.1406598389148712,0.2401685863733291
13,C-13,Tên ngành: Dệt,C,0.1146168857812881,0.1537496894598007
131,C-13-131,"Tên ngành: Sản xuất sợi, vải dệt thoi và hoàn thiện sản phẩm dệt",C,0.0957561135292053,0.3415275812149048
13110,C-13-131-1311-13110,Tên ngành: Sản xuất sợi,C,0.147441491484642,0.3284302651882171
13120,C-13-131-1312-13120,Tên ngành: Sản xuất vải dệt thoi,C,0.1270262598991394,0.3122454881668091
13130,C-13-131-1313-13130,Tên ngành: Hoàn thiện sản phẩm dệt,C,0.1153683960437774,0.2446619868278503
139,C-13-139,Tên ngành: Sản xuất hàng dệt khác,C,0.0655730217695236,0.2693194150924682
13910,C-13-139-1391-13910,"Tên ngành: Sản xuất vải dệt kim, vải đan móc và vải không dệt khác",C,0.0301785599440336,0.3162868618965149
13920,C-13-139-1392-13920,Tên ngành: Sản xuất hàng dệt sẵn (trừ trang phục),C,0.0621447972953319,0.2732906639575958
13930,C-13-139-1393-13930,"Tên ngành: Sản xuất thảm, chăn, đệm",C,0.0992482602596283,0.2658451199531555
13940,C-13-139-1394-13940,Tên ngành: Sản xuất các loại dây bện và lưới,C,0.0357572473585605,0.2984062731266022
13990,C-13-139-1399-13990,Tên ngành: Sản xuất các loại hàng dệt khác chưa được phân vào đâu,C,0.0647271126508712,0.2257066667079925
14,C-14,Tên ngành: Sản xuất trang phục,C,0.0070202345959842,0.2988112270832062
14100,C-14-141-1410-14100,Tên ngành: May trang phục (trừ trang phục từ da lông thú),C,-0.0146009130403399,0.129727616906166
14200,C-14-142-1420-14200,Tên ngành: Sản xuất sản phẩm từ da lông thú,C,0.0627733469009399,0.3084412813186645
14300,C-14-143-1430-14300,"Tên ngành: Sản xuất trang phục dệt kim, đan móc",C,0.0160255990922451,0.2800793051719665
15,C-15,Tên ngành: Sản xuất da và các sản phẩm có liên quan,C,0.0320389084517955,0.3125882446765899
151,C-15-151,"Tên ngành: Thuộc, sơ chế da; sản xuất va li, túi xách, yên đệm; sơ chế và nhuộm da lông thú",C,0.0683326572179794,0.238244816660881
15110,C-15-151-1511-15110,"Tên ngành: Thuộc, sơ chế da; sơ chế và nhuộm da lông thú",C,0.1235700473189354,0.1407895535230636
15120,C-15-151-1512-15120,"Tên ngành: Sản xuất vali, túi xách và các loại tương tự, sản xuất yên đệm",C,0.0680892392992973,0.2402610182762146
15200,C-15-152-1520-15200,"Tên ngành: Sản xuất giày, dép",C,0.1184921339154243,0.2851704955101013
16,C-16,"Tên ngành: Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn, ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",C,-0.0600018352270126,0.3571740686893463
1610,C-16-161-1610,"Tên ngành: Cưa, xẻ, bào gỗ và bảo quản gỗ",C,-0.0131749110296368,0.174643725156784
16101,C-16-161-1610-16101,"Tên ngành: Cưa, xẻ và bào gỗ",C,0.0243842620402574,0.1788455843925476
16102,C-16-161-1610-16102,Tên ngành: Bảo quản gỗ,C,0.0624534636735916,0.1477164030075073
162,C-16-162,"Tên ngành: Sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn, ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",C,-0.073386825621128,0.3967646658420563
16210,C-16-162-1621-16210,"Tên ngành: Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",C,-0.0396075882017612,0.2909594476222992
16220,C-16-162-1622-16220,Tên ngành: Sản xuất đồ gỗ xây dựng,C,0.0722095519304275,0.3553916811943054
16230,C-16-162-1623-16230,Tên ngành: Sản xuất bao bì bằng gỗ,C,-0.0022370144724845,0.3491161167621612
1629,C-16-162-1629,"Tên ngành: Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện",C,-0.0375602133572101,0.3864091038703918
16291,C-16-162-1629-16291,Tên ngành: Sản xuất sản phẩm khác từ gỗ,C,0.0377921573817729,0.3552687466144562
16292,C-16-162-1629-16292,"Tên ngành: Sản xuất sản phẩm từ lâm sản (trừ gỗ), cói và vật liệu tết bện",C,-0.030927749350667,0.3813866674900055
170,C-17-170,Tên ngành: Sản xuất giấy và sản phẩm từ giấy,C,0.0751181244850158,0.282323807477951
17010,C-17-170-1701-17010,"Tên ngành: Sản xuất bột giấy, giấy và bìa",C,0.0958623364567756,0.2573398053646087
1702,C-17-170-1702,"Tên ngành: Sản xuất giấy nhăn, bìa nhăn, bao bì từ giấy và bìa",C,0.0596572794020175,0.2706820070743561
17021,C-17-170-1702-17021,"Tên ngành: Sản xuất bao bì bằng giấy, bìa",C,0.0605177916586399,0.2710475623607635
17022,C-17-170-1702-17022,Tên ngành: Sản xuất giấy nhăn và bìa nhăn,C,0.1017184033989906,0.2527486085891723
17090,C-17-170-1709-17090,Tên ngành: Sản xuất các sản phẩm khác từ giấy và bìa chưa được phân vào đâu,C,0.0655137151479721,0.2696940302848816
18,C-18,"Tên ngành: In, sao chép bản ghi các loại",C,0.1180573552846908,0.116986833512783
181,C-18-181,Tên ngành: In ấn và dịch vụ liên quan đến in,C,0.1611755937337875,0.0358049012720584
18110,C-18-181-1811-18110,Tên ngành: In ấn,C,0.1719797253608703,0.1049369946122169
18120,C-18-181-1812-18120,Tên ngành: Dịch vụ liên quan đến in,C,0.2004640102386474,0.0364577509462833
18200,C-18-182-1820-18200,Tên ngành: Sao chép bản ghi các loại,C,0.2162419557571411,0.1662719249725341
19,C-19,"Tên ngành: Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",C,0.1244906783103942,0.2688608169555664
19100,C-19-191-1910-19100,Tên ngành: Sản xuất than cốc,C,0.1843551695346832,0.2506173849105835
19200,C-19-192-1920-19200,Tên ngành: Sản xuất sản phẩm dầu mỏ tinh chế,C,0.1580813974142074,0.2645981609821319
20,C-20,Tên ngành: Sản xuất hoá chất và sản phẩm hoá chất,C,0.0838690772652626,0.392774373292923
201,C-20-201,"Tên ngành: Sản xuất hoá chất cơ bản, phân bón và hợp chất ni tơ; sản xuất plastic và cao su tổng hợp dạng nguyên sinh",C,0.0846466720104217,0.4269258379936218
2011,C-20-201-2011,Tên ngành: Sản xuất hoá chất cơ bản,C,0.1238007545471191,0.3669553995132446
20111,C-20-201-2011-20111,Tên ngành: Sản xuất khí công nghiệp,C,0.1802458316087722,0.3331218063831329
20112,C-20-201-2011-20112,Tên ngành: Sản xuất chất nhuộm và chất màu,C,0.1343658864498138,0.3882688283920288
20113,C-20-201-2011-20113,Tên ngành: Sản xuất hóa chất vô cơ cơ bản khác,C,0.1152853444218635,0.3545471429824829
20114,C-20-201-2011-20114,Tên ngành: Sản xuất hoá chất hữu cơ cơ bản khác,C,0.1153973713517189,0.3437985479831695
20119,C-20-201-2011-20119,Tên ngành: Sản xuất hóa chất cơ bản khác,C,0.1209834590554237,0.3480725586414337
20120,C-20-201-2012-20120,Tên ngành: Sản xuất phân bón và hợp chất ni tơ,C,0.1523230373859405,0.3703223466873169
2013,C-20-201-2013,Tên ngành: Sản xuất plastic và cao su tổng hợp dạng nguyên sinh,C,0.1411296278238296,0.4127790629863739
20131,C-20-201-2013-20131,Tên ngành: Sản xuất plastic nguyên sinh,C,0.1758662313222885,0.3883230984210968
20132,C-20-201-2013-20132,Tên ngành: Sản xuất cao su tổng hợp dạng nguyên sinh,C,0.1625922918319702,0.3722052276134491
202,C-20-202,Tên ngành: Sản xuất sản phẩm hoá chất khác,C,0.0996342152357101,0.3864346742630005
20210,C-20-202-2021-20210,Tên ngành: Sản xuất thuốc trừ sâu và sản phẩm hoá chất khác dùng trong nông nghiệp,C,0.1157414391636848,0.3330559134483337
2022,C-20-202-2022,"Tên ngành: Sản xuất sơn, véc ni và các chất sơn, quét tương tự; sản xuất mực in và ma tít",C,0.1367535293102264,0.3616399765014648
20221,C-20-202-2022-20221,"Tên ngành: Sản xuất sơn, véc ni và các chất sơn, quét tương tự, ma tít",C,0.1491024792194366,0.3577255308628082
20222,C-20-202-2022-20222,Tên ngành: Sản xuất mực in,C,0.2122548669576645,0.3229716718196869
2023,C-20-202-2023,"Tên ngành: Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh",C,0.0726114436984062,0.4103713929653168
